,Resp_wave,ACCVert,ACCLat,ACCLong,Jerk
-9.08,475.0,-848.166899999937,-363.667599999748,250.333799999874,9.893935427054158
-9.04,475.0,-843.6662000001082,-357.49930000016235,246.83310000005412,9.59813868310139
-9.0,475.20940769230754,-845.833100000047,-373.5410250001293,253.833100000047,10.1034064044026
-8.96,476.2350487179482,-846.7910250001097,-367.0,254.0,9.799904206674892
-8.92,477.0,-852.166899999969,-371.0,251.83310000003104,9.927291703888852
-8.879999999999999,477.2791724999982,-845.1668999999779,-371.0,246.0,9.910125773313295
-8.84,478.0,-845.8331000000151,-371.0,254.0,11.061280651624221
-8.8,478.31117391304286,-847.7231219512208,-368.1384390243896,250.0,10.993866686227443
-8.76,479.0,-846.7508749996731,-368.3160250002397,253.61707499984746,10.755174328887621
-8.719999999999999,479.3606897435874,-840.632925000137,-366.0668999999217,246.0,11.307366863108538
-8.68,480.3863307692287,-846.0668999999289,-370.7993000002135,250.0,10.666623394530998
-8.64,481.0,-847.0668999999359,-372.9322250003043,242.0,10.061340040666403
-8.6,481.43761282051145,-844.5774666667158,-367.0,250.0,10.256199004068067
-8.559999999999999,482.46325384615284,-847.7993000000537,-369.0668999999821,255.31602500004917,10.382769471774978
-8.52,483.0,-851.2006999999677,-367.0,250.0,9.410487619031688
-8.48,483.0,-845.9668999999083,-363.0910250002524,253.93379999981644,10.250786969146546
-8.440000000000001,483.5376128205105,-849.0331000000847,-359.9668999999153,260.0331000000847,10.023567065168239
-8.4,484.56325384615184,-846.0662000001515,-377.9337999998484,247.9668999999242,9.747810653502329
-8.36,485.0,-846.0,-369.9668999999331,252.9668999999331,9.931938161703192
-8.32,485.61453589743456,-846.0331000000598,-366.9668999999402,253.9668999999402,10.03309370033546
-8.280000000000001,486.6401769230759,-844.9006999998419,-357.9006999998419,250.96689999994732,9.778267300699664
-8.24,487.0,-842.0,-365.0331000000438,250.0,10.323489931407922
-8.2,487.66411508951285,-849.0993000001048,-369.96689999996505,251.80792500006115,11.061225771430594
-8.16,488.68889487179325,-846.2662000000121,-371.23292500001054,254.0,10.52141877458069
-8.120000000000001,489.0,-842.0,-368.39929999998543,254.0,10.6191573442548
-8.08,489.740176923076,-852.3993000001407,-366.0008749998242,252.13310000004688,10.669653928974217
-8.04,490.0,-852.8668999999089,-368.73379999981785,250.0,10.223127857779843
-8.0,490.79145897435865,-842.1331000000839,-373.7670749998531,249.86689999991603,9.56243572278806
-7.96,491.81710000000004,-847.7337999998481,-367.0,250.0,9.67845076815542
-7.92,492.84274102563893,-843.866899999932,-372.400174999949,251.86689999993203,9.808600152989198
-7.88,494.7323222506361,-852.7668999999656,-368.2331000000344,257.0,10.257641625266935
-7.84,495.89145897435776,-846.6993000000792,-367.6410250000726,250.40792500004622,10.734655187616818
-7.8,497.8341999999982,-837.8758749999309,-379.89102500005066,253.23310000001842,10.53617260622979
-7.76,499.8854820512809,-850.0,-371.0,252.2331000000104,10.769202681057894
-7.72,500.9683820512818,-841.0751749999719,-373.1579250000656,250.0,10.080376879037937
-7.68,502.98804615384637,-839.2331000000011,-373.76689999999894,250.31080000000142,9.62647380626182
-7.64,505.0575174999928,-842.0,-373.4248250000588,254.0,8.64980225253603
-7.6,508.0588414322205,-838.8344999996451,-367.0,252.9774666667613,9.084283165846248
-7.56,511.1282230769214,-844.3331000000302,-372.2501749999774,251.66689999996987,9.159845804505087
-7.52,514.1367641025637,-846.3339749999391,-373.0001749999834,264.00087499991696,9.631502849745605
-7.48,516.3760923076916,-841.7501749999888,-373.0839749999586,250.33310000001504,8.464255675782974
-7.44,520.2393282051232,-842.666899999993,-371.5001749999947,256.4998250000053,8.706600112484615
-7.4,522.435915384609,-846.0,-372.2501750000007,254.0,8.768168909459241
-7.36,525.0,-842.0,-371.66707499994936,254.0,8.069461872294111
-7.32,525.1965871794857,-845.083974999734,-371.0,254.0,7.386534708804632
-7.28,525.7783401534537,-845.3493658537411,-372.21075609778796,250.65063414625894,8.778068224723103
-7.24,524.754694871795,-839.0,-382.0,247.5668999999448,8.714093149638297
-7.2,523.7290538461544,-842.0,-365.5668999999528,251.43310000004718,8.926351130531923
