,Time_1,HR1bt,Resp_wave,Jerk,HR10bt,HR30bt,Resp_BPM,sResp_BPM,ACCVert,ACCLat,ACCLong
-14.08,-14.08,61.176525306270804,507.64784615383155,12.631563363464974,64.64441677009766,60.52856345024275,31.989763275762083,16.127646550483203,-866.8439999984895,-354.1560000015105,155.57800000075525
-14.04,-14.04,61.5049994040093,504.5709230769046,11.179721882031092,64.64720259387182,60.54719068932377,31.989763275762083,16.062431543192016,-870.5780000001105,-344.1560000002209,156.0
-14.0,-14.0,61.86032223394219,502.32933333330845,10.56105058838863,64.63406713348591,60.578448652388964,31.989763275762083,15.99721653590083,-866.0,-341.4219999996267,172.8439999992533
-13.96,-13.96,62.21564506387508,500.2780512820138,9.320934279420815,64.6209316731,60.60970661545416,31.989763275762083,15.932001528609643,-891.5780000006363,-334.48849999888654,150.8439999987275
-13.92,-13.92,62.57096789380798,499.1133846153802,9.105584332677514,64.60779621271409,60.64096457851935,31.989763275762083,15.866786521318454,-889.8439999998252,-324.84399999982526,125.42199999991261
-13.879999999999999,-13.879999999999999,62.92629072374089,498.09007672633936,10.605179060381897,64.59466075232818,60.672222541584546,31.989763275762083,15.801571514027266,-889.0,-354.04399999989704,109.47800000005147
-13.84,-13.84,63.28161355367378,497.0646666666575,10.991880267224092,64.58152529194227,60.70348050464974,31.989763275762083,15.73635650673608,-863.2746666669952,-362.3626666665024,109.0
-13.8,-13.8,63.63693638360667,497.0,10.487031133369802,64.56838983155636,60.73473846771493,31.989763275762083,15.671141499444895,-878.0,-352.97066666728256,110.97066666728256
-13.76,-13.76,63.992259213539576,497.0,11.307225560502724,64.55525437117045,60.76599643078012,14.086491055078463,15.668660068418465,-889.0,-351.0,99.85850000046094
-13.72,-13.72,64.34758204347247,497.0,12.402720364730076,64.54211891078454,60.797254393845314,14.086491055078463,15.668660068418465,-880.6085000006581,-339.5219999991225,90.0
-13.68,-13.68,64.70290487340537,498.0367692307865,12.07811678948614,64.52898345039863,60.82851235691051,14.086491055078463,15.668660068418465,-892.0439999995347,-344.9120000009306,93.04399999953468
-13.64,-13.64,65.05822770333826,501.11369230772846,13.174533301345082,64.51584799001272,60.8597703199757,14.086491055078463,15.668660068418465,-897.0,-334.5865000008672,95.04399999900888
-13.6,-13.6,65.41355053327116,504.31687979548644,13.995627894813456,64.5027125296268,60.891028283040896,14.086491055078463,15.668660068418465,-883.4780000007603,-341.2925000028509,90.95600000152048
-13.56,-13.56,65.76887336320405,509.519692307797,12.345611644153065,64.4895770692409,60.92228624610609,14.086491055078463,15.668660068418465,-885.6219999991815,-340.243999998363,90.0
-13.52,-13.52,66.12419619313697,515.7857948718123,11.766889890084244,64.47644160885498,60.953544209171284,14.086491055078463,15.668660068418465,-885.3780000001736,-324.0,99.03950000047763
-13.48,-13.48,66.47951902306986,522.8273846154373,10.75508025247779,64.46330614846907,60.98480217223648,14.086491055078463,15.668660068418465,-886.2439999991268,-339.2104999987994,101.0
-13.44,-13.44,66.83484185300276,529.4718461539823,9.960318221153992,64.45017068808316,61.01606013530167,14.086491055078463,15.668660068418465,-878.0,-328.7560000014025,102.62199999929874
-13.4,-13.4,67.19016468293565,538.5134358975719,9.62838935846302,64.43703522769725,61.04731809836686,14.086491055078463,15.668660068418465,-881.0,-328.0,117.0
-13.36,-13.36,67.54548751286855,547.1482051282494,10.596773580367984,64.42389976731134,61.07857606143205,14.086491055078463,15.668660068418465,-888.6219999996806,-332.0,115.86599999904196
-13.32,-13.32,67.90081034280145,557.4046153847227,10.74303912673603,64.41076430692543,61.109834024497246,14.086491055078463,15.668660068418465,-886.2439999988355,-333.0335000004367,98.45449999723432
-13.28,-13.28,68.25613317273435,567.3887979541049,9.310378743185192,64.39762884653952,61.14109198756244,14.086491055078463,15.668660068418465,-885.0,-342.1340000025408,114.62199999915308
-13.24,-13.24,68.61145600266724,576.3134358975811,9.998158961278303,64.38449338615361,61.172349950627634,14.086491055078463,15.668660068418465,-899.8879999993605,-322.5560000003197,121.72199999984014
